generation,tick,preys_alive,predators_alive,food_alive,max_preys_this_gen,max_predators_this_gen
188,800,1,0,290,100,79
188,850,1,0,290,100,79
188,900,1,0,290,100,79
188,950,1,0,290,100,79
188,1000,1,0,290,100,79
189,0,100,50,300,100,79
189,50,90,54,288,100,54
189,100,74,60,290,100,60
189,150,59,67,290,100,67
189,200,45,73,290,100,73
189,250,27,66,290,100,73
189,300,13,69,290,100,73
189,350,8,66,290,100,73
189,400,7,56,290,100,73
189,450,5,40,290,100,73
189,500,3,34,290,100,73
189,550,2,26,290,100,73
189,600,3,16,290,100,73
189,650,2,8,290,100,73
189,700,3,4,290,100,73
189,750,3,0,290,100,73
189,800,3,0,290,100,73
189,850,3,0,290,100,73
189,900,3,0,290,100,73
189,950,3,0,290,100,73
189,1000,3,0,290,100,73
190,0,100,50,300,100,73
190,50,84,55,285,100,55
190,100,75,65,289,100,65
190,150,58,70,290,100,70
190,200,32,81,290,100,81
190,250,25,71,290,100,82
190,300,13,73,290,100,82
190,350,5,69,290,100,82
190,400,2,62,290,100,82
190,450,0,46,290,100,82
190,500,0,35,290,100,82
190,550,0,18,290,100,82
190,600,0,10,290,100,82
190,650,0,2,290,100,82
190,700,0,1,290,100,82
190,750,0,1,290,100,82
190,800,0,0,290,100,82
190,850,0,0,290,100,82
190,900,0,0,290,100,82
190,950,0,0,290,100,82
190,1000,0,0,290,100,82
191,0,100,50,300,100,82
191,50,85,53,288,100,53
191,100,75,62,290,100,62
191,150,53,72,290,100,72
191,200,36,81,290,100,81
191,250,26,70,290,100,82
191,300,21,74,290,100,82
191,350,14,68,290,100,82
191,400,9,61,290,100,82
191,450,2,45,290,100,82
191,500,0,43,290,100,82
191,550,0,29,290,100,82
191,600,0,25,290,100,82
191,650,0,15,290,100,82
191,700,0,8,290,100,82
191,750,0,4,290,100,82
191,800,0,1,290,100,82
191,850,0,0,290,100,82
191,900,0,0,290,100,82
191,950,0,0,290,100,82
191,1000,0,0,290,100,82
192,0,100,50,300,100,82
192,50,95,52,273,100,52
192,100,96,58,277,102,58
192,150,80,68,285,102,68
192,200,72,72,290,102,73
192,250,46,71,290,102,77
192,300,39,73,290,102,77
192,350,25,67,290,102,77
192,400,9,63,290,102,77
192,450,5,52,290,102,77
192,500,4,47,290,102,77
192,550,4,40,290,102,77
192,600,4,34,290,102,77
192,650,5,20,290,102,77
192,700,4,10,290,102,77
192,750,4,6,290,102,77
192,800,5,2,290,102,77
192,850,5,2,290,102,77
192,900,5,2,290,102,77
192,950,5,1,290,102,77
192,1000,6,0,290,102,77
193,0,100,50,300,102,77
193,50,87,53,281,100,53
193,100,86,60,281,100,60
193,150,72,70,290,100,70
193,200,66,72,290,100,73
193,250,51,64,290,100,73
193,300,31,70,290,100,73
193,350,21,68,290,100,73
193,400,14,61,290,100,73
193,450,10,49,290,100,73
193,500,7,47,290,100,73
193,550,7,42,290,100,73
193,600,5,34,290,100,73
193,650,2,24,290,100,73
193,700,1,21,290,100,73
193,750,1,11,290,100,73
193,800,0,10,290,100,73
193,850,0,7,290,100,73
193,900,0,3,290,100,73
193,950,0,2,290,100,73
193,1000,0,0,290,100,73
194,0,100,50,300,100,73
194,50,82,55,289,100,55
194,100,62,69,290,100,69
194,150,51,76,290,100,76
194,200,34,83,290,100,83
194,250,27,72,290,100,84
194,300,16,72,290,100,84
194,350,10,63,290,100,84
194,400,6,58,290,100,84
194,450,2,37,290,100,84
194,500,2,31,290,100,84
194,550,1,24,290,100,84
194,600,2,14,290,100,84
194,650,2,10,290,100,84
194,700,3,8,290,100,84
194,750,3,4,290,100,84
194,800,2,1,290,100,84
194,850,2,0,290,100,84
194,900,2,0,290,100,84
194,950,2,0,290,100,84
194,1000,2,0,290,100,84
195,0,100,50,300,100,84
195,50,87,54,279,100,54
195,100,93,63,264,100,63
195,150,83,71,271,100,71
195,200,70,81,290,100,82
195,250,52,76,290,100,85
195,300,31,82,290,100,85
195,350,20,80,290,100,85
195,400,15,75,290,100,85
195,450,14,64,290,100,85
195,500,8,57,290,100,85
195,550,5,45,290,100,85
195,600,3,37,290,100,85
195,650,2,24,290,100,85
195,700,0,19,290,100,85
195,750,0,12,290,100,85
195,800,0,10,290,100,85
195,850,0,7,290,100,85
195,900,0,3,290,100,85
195,950,0,1,290,100,85
195,1000,0,0,290,100,85
196,0,100,50,300,100,85
196,50,90,52,286,100,52
196,100,84,59,290,100,59
196,150,66,71,290,100,71
196,200,54,76,290,100,77
196,250,39,67,290,100,77
196,300,20,72,290,100,77
196,350,8,74,290,100,77
196,400,4,65,290,100,77
196,450,3,50,290,100,77
196,500,1,47,290,100,77
196,550,1,31,290,100,77
196,600,1,14,290,100,77
196,650,1,9,290,100,77
196,700,1,6,290,100,77
196,750,1,3,290,100,77
196,800,1,0,290,100,77
196,850,1,0,290,100,77
196,900,0,0,290,100,77
196,950,0,0,290,100,77
196,1000,0,0,290,100,77
197,0,100,50,300,100,77
197,50,87,55,280,100,55
197,100,85,61,287,100,61
197,150,70,67,290,100,67
197,200,58,75,290,100,75
197,250,38,68,290,100,75
197,300,36,68,289,100,75
197,350,30,69,290,100,75
197,400,19,63,290,100,75
197,450,13,55,290,100,75
197,500,8,45,290,100,75
197,550,7,41,290,100,75
197,600,6,33,290,100,75
197,650,6,18,290,100,75
197,700,4,14,290,100,75
197,750,1,11,290,100,75
197,800,0,10,290,100,75
197,850,0,7,290,100,75
197,900,0,5,290,100,75
197,950,0,3,290,100,75
197,1000,0,2,290,100,75
198,0,100,50,300,100,75
198,50,78,55,289,100,55
198,100,76,64,289,100,64
198,150,59,72,290,100,72
198,200,61,72,290,100,72
198,250,57,60,290,100,72
198,300,45,61,290,100,72
198,350,40,54,290,100,72
198,400,32,52,290,100,72
198,450,25,48,290,100,72
198,500,17,43,290,100,72
198,550,10,36,290,100,72
198,600,10,30,290,100,72
198,650,8,25,290,100,72
198,700,3,18,290,100,72
198,750,1,17,290,100,72
198,800,0,14,290,100,72
198,850,0,12,290,100,72
198,900,0,10,290,100,72
198,950,0,6,290,100,72
198,1000,0,4,290,100,72
199,0,100,50,300,100,72
199,50,82,56,287,100,56
199,100,81,61,285,100,61
199,150,64,68,290,100,68
199,200,45,79,290,100,79
199,250,33,75,290,100,81
199,300,21,77,290,100,81
199,350,12,77,290,100,81
199,400,5,68,290,100,81
199,450,1,45,290,100,81
199,500,1,39,290,100,81
199,550,1,32,290,100,81
199,600,1,21,290,100,81
199,650,1,11,290,100,81
199,700,1,8,290,100,81
199,750,2,7,290,100,81
199,800,2,2,290,100,81
199,850,2,0,290,100,81
199,900,2,0,290,100,81
199,950,1,0,290,100,81
199,1000,1,0,290,100,81
200,0,100,50,300,100,81
